Student,Topic,Top_Num,Question,Hints,Compiles,Correct,Start,Finish
,Methods - code reading,6,1,4,0,0,2016-03-02  17:00:17.89,2016-03-02  17:02:40.39
,Methods - code reading,6,2,6,0,0,2016-03-02  17:02:40.39,2016-03-02  17:15:26.59
,Methods - code reading,6,3,3,0,0,2016-03-02  17:15:26.59,2016-03-02  17:18:14.51
,Methods - code reading,6,4,7,0,0,2016-03-02  17:18:14.51,2016-03-02  17:22:39.57
,Methods - code reading,6,5,6,0,0,2016-03-02  17:22:39.57,2016-03-02  17:26:00.16
,Methods - code reading,6,6,5,0,0,2016-03-02  17:26:00.16,2016-03-02  17:42:39.99
,Writing code: methods and for-loops,8,1,10,0,0,2016-03-02  17:42:40.38,2016-03-02  18:04:22.27
,Writing code: methods and for-loops,8,3,4,0,0,2016-03-02  18:04:25.93,2016-03-02  18:07:01.88
,I/O tracing and coding,10,1,6,0,0,2016-03-02  18:07:02.42,2016-03-02  18:09:06.74
,Print statements,1,1,0,0,1,2016-04-10  02:47:07.34,2016-04-10  02:48:10.88
,Print statements,1,2,5,0,0,2016-04-10  02:48:10.88,2016-04-10  02:51:00.62
,Print statements,1,3,0,0,1,2016-04-10  02:51:00.62,2016-04-10  02:52:10.12
,Print statements,1,4,0,0,1,2016-04-10  02:52:10.12,2016-04-10  02:53:13.41
,Print statements,1,5,8,0,1,2016-04-10  02:53:13.41,2016-04-10  03:04:36.36
,Print statements,1,6,9,0,0,2016-04-10  03:04:58.54,2016-04-10  03:09:03.65
,Print statements,1,6,0,0,1,2016-04-10  03:13:44.43,2016-04-10  03:19:06.68
,Print statements,1,7,13,0,1,2016-04-10  03:19:06.68,2016-04-10  03:30:02.76
,For-loops - code reading,2,1,4,0,1,2016-04-10  03:30:02.95,2016-04-10  03:38:16.60
,For-loops - code reading,2,2,0,0,1,2016-04-10  03:38:16.60,2016-04-10  03:40:24.89
,For-loops - code reading,2,3,7,0,1,2016-04-10  03:40:24.89,2016-04-10  03:48:38.58
,For-loops - code reading,2,4,3,0,0,2016-04-10  03:48:38.58,2016-04-10  03:57:14.71
,Syntax errors,3,1,3,2,0,2016-04-10  03:57:14.92,2016-04-10  04:00:50.09
,For-loops - code reading,2,1,4,0,0,2016-04-10  04:05:38.13,2016-04-10  04:05:42.07
,Syntax errors,3,2,5,0,1,2016-04-10  04:05:54.84,2016-04-10  04:07:23.20
,Syntax errors,3,3,4,0,1,2016-04-10  04:07:23.20,2016-04-10  04:13:55.63
,Syntax errors,3,4,4,0,1,2016-04-10  04:13:55.63,2016-04-10  04:16:44.91
,Syntax errors,3,5,4,0,1,2016-04-10  04:16:44.91,2016-04-10  04:19:41.29
,Syntax errors,3,6,5,0,0,2016-04-10  04:19:41.29,2016-04-10  04:24:33.56
,Strings and casting,4,1,6,0,1,2016-04-10  04:24:33.74,2016-04-10  04:27:49.14
,Strings and casting,4,2,11,0,0,2016-04-10  04:27:49.14,2016-04-10  04:33:12.84
,Strings and casting,4,3,1,0,0,2016-04-10  04:33:12.84,2016-04-10  04:33:20.59
,Strings and casting,4,4,7,0,1,2016-04-10  04:33:20.59,2016-04-10  04:35:47.09
,Strings and casting,4,5,2,0,0,2016-04-10  04:35:47.09,2016-04-10  04:40:59.55
,Strings and casting,4,6,2,0,0,2016-04-10  04:40:59.55,2016-04-10  04:45:59.47
,For-loops - code writing,5,1,6,0,0,2016-04-10  04:46:22.11,2016-04-10  05:04:45.38
,For-loops - code writing,5,2,4,0,0,2016-04-10  05:04:45.39,2016-04-10  05:06:37.47
,For-loops - code writing,5,3,9,0,0,2016-04-10  05:06:37.47,2016-04-10  05:15:44.37
,For-loops - code writing,5,4,7,0,0,2016-04-10  05:15:44.37,2016-04-10  05:24:01.59
,For-loops - code writing,5,5,9,0,0,2016-04-10  05:24:01.59,2016-04-10  05:30:23.04
,For-loops - code writing,5,6,9,0,0,2016-04-10  05:30:23.04,2016-04-10  05:45:25.88
,For-loops - code writing,5,7,5,0,0,2016-04-10  05:45:25.88,2016-04-10  05:57:06.23
,For-loops - code writing,5,8,12,0,0,2016-04-10  05:57:06.23,2016-04-10  06:01:57.55
,Methods - code reading,6,1,4,0,0,2016-04-10  06:01:57.76,2016-04-10  06:05:01.30
,Methods - code reading,6,2,6,0,0,2016-04-10  06:05:32.26,2016-04-10  06:07:11.32
,Methods - code reading,6,4,4,0,1,2016-04-10  06:09:22.74,2016-04-10  06:13:12.66
,Methods - code reading,6,5,6,0,0,2016-04-10  06:13:12.66,2016-04-10  06:16:28.59
,Methods - code reading,6,6,6,0,0,2016-04-10  06:16:28.59,2016-04-10  06:22:33.39
,Writing code: methods and for-loops,8,1,9,0,0,2016-04-10  06:22:33.62,2016-04-10  06:31:44.40
,Writing code: methods and for-loops,8,2,5,0,0,2016-04-10  06:31:44.40,2016-04-10  06:34:57.28
,Arrays,9,1,6,0,1,2016-04-10  09:20:32.75,2016-04-10  09:21:37.34
,Arrays,9,2,5,0,0,2016-04-10  09:23:52.20,2016-04-10  09:25:54.48
,Arrays,9,2,2,0,0,2016-04-10  09:25:57.51,2016-04-10  09:35:02.58
,Arrays,9,3,2,0,0,2016-04-10  09:35:02.58,2016-04-10  09:36:25.70
56a6b529c478dbdffc719112,13
,Syntax errors,3,1,0,1,1,2016-02-04  00:46:39.32,2016-02-04  00:50:13.72
,Syntax errors,3,2,0,1,1,2016-02-04  00:50:13.72,2016-02-04  00:51:00.12
,Syntax errors,3,3,0,4,1,2016-02-04  00:51:00.12,2016-02-04  00:53:56.90
,Syntax errors,3,4,0,1,1,2016-02-04  00:53:56.90,2016-02-04  00:55:10.74
,Syntax errors,3,5,0,6,1,2016-02-04  00:55:10.74,2016-02-04  00:59:58.96
,For-loops - code reading,2,1,5,0,0,2016-02-04  07:59:38.52,2016-02-04  08:03:42.04
,For-loops - code reading,2,2,6,0,0,2016-02-04  08:03:42.05,2016-02-04  08:08:07.32
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-07  23:41:49.31,2016-04-07  23:43:12.86
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-07  23:43:12.86,2016-04-07  23:43:31.44
,Final Prep: Weeks 1-4,11,3,4,0,1,2016-04-07  23:43:31.44,2016-04-07  23:49:34.13
,Final Prep: Weeks 1-4,11,4,7,0,0,2016-04-07  23:49:34.13,2016-04-07  23:57:05.81
,For-loops - code writing,5,1,6,11,1,2016-04-10  22:12:10.30,2016-04-10  22:21:59.20
,For-loops - code writing,5,2,0,2,1,2016-04-10  22:21:59.20,2016-04-10  22:26:38.60
56a6b4fcc478dbdffc7190b6,204
,Print statements,1,1,0,0,2,2016-02-03  03:41:13.97,2016-02-03  03:44:27.51
,Print statements,1,2,0,0,1,2016-02-03  03:44:27.51,2016-02-03  03:46:46.19
,Print statements,1,3,0,0,0,2016-02-03  03:46:46.19,2016-02-03  03:56:00.02
,Print statements,1,1,0,0,1,2016-02-03  03:56:09.90,2016-02-03  03:59:04.58
,Print statements,1,2,0,0,1,2016-02-03  03:59:04.58,2016-02-03  04:01:00.84
,Print statements,1,3,0,0,1,2016-02-03  04:01:00.84,2016-02-03  04:01:31.50
,Print statements,1,4,0,0,1,2016-02-03  04:01:31.50,2016-02-03  04:02:05.72
,Print statements,1,5,0,0,1,2016-02-03  04:02:05.72,2016-02-03  04:09:18.30
,Print statements,1,6,0,0,1,2016-02-03  04:09:18.30,2016-02-03  04:12:05.94
,Print statements,1,2,0,0,1,2016-02-03  04:14:53.30,2016-02-03  04:17:31.78
,Print statements,1,1,0,0,1,2016-02-03  04:17:31.78,2016-02-03  04:17:41.38
,Print statements,1,2,0,0,1,2016-02-03  04:17:41.38,2016-02-03  04:17:51.28
,Print statements,1,3,0,0,1,2016-02-03  04:17:51.28,2016-02-03  04:20:39.61
,Print statements,1,4,0,0,1,2016-02-03  04:20:39.61,2016-02-03  04:22:12.88
,Print statements,1,5,0,0,1,2016-02-03  04:22:12.88,2016-02-03  04:26:50.79
,Print statements,1,6,0,0,1,2016-02-03  04:26:50.79,2016-02-03  04:28:50.62
,Print statements,1,7,0,0,1,2016-02-03  04:28:50.62,2016-02-03  04:33:02.34
,For-loops - code reading,2,1,5,0,1,2016-02-04  06:36:16.87,2016-02-04  06:36:59.35
,For-loops - code reading,2,2,6,0,1,2016-02-04  06:36:59.36,2016-02-04  06:38:34.89
,Syntax errors,3,1,0,1,1,2016-02-04  06:38:43.57,2016-02-04  06:38:59.28
,Syntax errors,3,2,0,1,0,2016-02-04  06:38:59.28,2016-02-04  06:40:41.00
,Syntax errors,3,2,0,1,1,2016-02-04  06:40:42.54,2016-02-04  06:40:54.31
,Syntax errors,3,3,0,1,0,2016-02-04  06:40:54.31,2016-02-04  06:41:11.06
,Syntax errors,3,3,0,1,1,2016-02-04  06:41:12.21,2016-02-04  06:41:17.77
,Syntax errors,3,4,2,1,1,2016-02-04  06:41:17.77,2016-02-04  06:42:31.64
,Syntax errors,3,5,3,3,0,2016-02-04  06:42:36.96,2016-02-04  06:43:21.58
,Syntax errors,3,6,7,1,0,2016-02-04  06:43:21.58,2016-02-04  06:44:00.21
,For-loops - code reading,2,1,0,0,1,2016-02-04  06:44:00.93,2016-02-04  06:55:32.81
,For-loops - code reading,2,2,0,0,1,2016-02-04  06:55:32.81,2016-02-04  07:09:59.68
,For-loops - code reading,2,3,9,0,0,2016-02-04  07:09:59.68,2016-02-04  07:12:41.94
,For-loops - code reading,2,4,8,0,0,2016-02-04  07:12:41.94,2016-02-04  07:18:40.76
,Syntax errors,3,1,0,3,1,2016-02-04  07:18:54.10,2016-02-04  07:20:55.44
,Syntax errors,3,2,0,2,1,2016-02-04  07:20:55.44,2016-02-04  07:24:59.05
,Syntax errors,3,3,0,2,1,2016-02-04  07:24:59.06,2016-02-04  07:27:05.38
,Syntax errors,3,4,7,3,1,2016-02-04  07:27:05.38,2016-02-04  07:32:59.75
,Syntax errors,3,5,0,1,1,2016-02-04  07:32:59.75,2016-02-04  07:36:33.14
,Syntax errors,3,6,7,0,0,2016-02-04  07:36:33.14,2016-02-04  07:38:32.93
,Strings and casting,4,1,9,0,0,2016-02-04  07:38:33.55,2016-02-04  07:40:52.10
,Strings and casting,4,1,8,0,1,2016-02-04  07:41:05.46,2016-02-04  07:48:23.23
,Strings and casting,4,2,2,0,0,2016-02-04  07:48:23.23,2016-02-04  07:49:10.54
,Strings and casting,4,2,0,0,1,2016-02-04  07:50:04.58,2016-02-04  07:55:43.11
,Strings and casting,4,3,0,0,1,2016-02-04  07:55:43.11,2016-02-04  07:59:20.11
,Strings and casting,4,4,0,0,1,2016-02-04  07:59:33.45,2016-02-04  08:01:15.42
,Strings and casting,4,6,0,0,1,2016-02-04  08:04:38.04,2016-02-04  08:10:33.58
,Print statements,1,1,0,0,1,2016-03-02  02:22:03.26,2016-03-02  02:27:27.39
,Print statements,1,1,0,0,1,2016-03-02  02:32:16.77,2016-03-02  02:34:01.14
,Print statements,1,2,0,0,1,2016-03-02  02:34:01.14,2016-03-02  02:35:56.66
,Print statements,1,3,0,0,1,2016-03-02  02:37:51.70,2016-03-02  02:40:15.07
,Print statements,1,4,0,0,1,2016-03-02  02:40:15.07,2016-03-02  02:42:47.78
,Print statements,1,5,0,0,1,2016-03-02  02:42:47.78,2016-03-02  02:46:00.97
,Print statements,1,6,0,0,1,2016-03-02  02:46:00.97,2016-03-02  02:50:25.85
,Print statements,1,7,0,0,1,2016-03-02  02:50:25.85,2016-03-02  02:58:42.66
,For-loops - code reading,2,1,0,0,1,2016-03-02  02:58:42.85,2016-03-02  03:05:05.65
,For-loops - code reading,2,2,0,0,1,2016-03-02  03:05:05.65,2016-03-02  03:12:01.68
,For-loops - code reading,2,3,7,0,0,2016-03-02  03:12:01.68,2016-03-02  03:18:18.90
,Syntax errors,3,1,0,1,1,2016-03-02  03:19:37.91,2016-03-02  03:22:47.72
,Print statements,1,1,0,1,1,2016-03-02  03:24:26.19,2016-03-02  03:24:26.89
,Syntax errors,3,2,0,1,1,2016-03-02  03:24:30.92,2016-03-02  03:36:34.06
,Syntax errors,3,3,0,1,1,2016-03-02  03:38:44.31,2016-03-02  03:46:22.05
,Syntax errors,3,1,0,2,1,2016-03-02  03:46:22.05,2016-03-02  03:47:02.52
,Syntax errors,3,2,0,1,0,2016-03-02  03:47:02.52,2016-03-02  03:47:52.15
,Syntax errors,3,3,0,1,1,2016-03-02  03:47:52.15,2016-03-02  03:47:59.89
,Syntax errors,3,5,0,1,1,2016-03-02  03:56:23.57,2016-03-02  03:58:47.69
,Syntax errors,3,6,8,1,0,2016-03-02  03:58:47.69,2016-03-02  04:03:33.87
,Syntax errors,3,4,6,2,0,2016-03-02  04:04:24.04,2016-03-02  04:07:40.07
,Print statements,1,1,0,0,1,2016-03-03  05:32:31.00,2016-03-03  05:32:39.61
,Print statements,1,2,0,0,1,2016-03-03  05:32:39.62,2016-03-03  05:32:50.54
,Print statements,1,3,0,0,1,2016-03-03  05:32:50.54,2016-03-03  05:33:14.77
,Print statements,1,4,0,0,1,2016-03-03  05:33:14.77,2016-03-03  05:35:33.50
,Print statements,1,5,0,0,1,2016-03-03  05:35:33.50,2016-03-03  05:36:47.53
,Print statements,1,6,0,0,1,2016-03-03  05:36:47.53,2016-03-03  05:38:08.23
,Print statements,1,7,0,0,2,2016-03-03  05:38:08.23,2016-03-03  05:39:32.99
,For-loops - code reading,2,1,0,0,1,2016-03-03  05:39:33.25,2016-03-03  05:40:03.00
,For-loops - code reading,2,2,0,0,1,2016-03-03  05:40:03.00,2016-03-03  05:40:55.95
,For-loops - code reading,2,3,7,0,0,2016-03-03  05:40:55.95,2016-03-03  05:43:57.72
,Syntax errors,3,1,0,1,1,2016-03-03  05:44:06.53,2016-03-03  05:44:18.05
,Syntax errors,3,2,0,2,0,2016-03-03  05:44:18.05,2016-03-03  05:44:45.79
,Syntax errors,3,3,0,1,1,2016-03-03  05:44:45.79,2016-03-03  05:44:57.74
,Syntax errors,3,4,0,1,1,2016-03-03  05:44:57.74,2016-03-03  05:45:15.98
,Syntax errors,3,5,0,1,1,2016-03-03  05:45:15.98,2016-03-03  05:45:32.14
,Syntax errors,3,6,0,1,0,2016-03-03  05:45:32.14,2016-03-03  05:46:25.72
,Strings and casting,4,1,0,0,1,2016-03-03  05:46:25.98,2016-03-03  05:48:46.14
,Strings and casting,4,2,0,0,1,2016-03-03  05:48:46.14,2016-03-03  05:58:14.79
,Strings and casting,4,3,0,0,1,2016-03-03  05:58:14.79,2016-03-03  06:00:49.78
,Strings and casting,4,4,0,0,1,2016-03-03  06:00:49.78,2016-03-03  06:02:15.63
,Strings and casting,4,5,0,0,1,2016-03-03  06:02:15.63,2016-03-03  06:04:12.38
,Strings and casting,4,6,0,0,1,2016-03-03  06:04:12.38,2016-03-03  06:07:03.90
,For-loops - code writing,5,1,6,5,0,2016-03-03  06:07:04.74,2016-03-03  06:10:54.36
,For-loops - code writing,5,2,3,1,1,2016-03-03  06:10:54.36,2016-03-03  06:11:45.89
,For-loops - code writing,5,3,5,2,0,2016-03-03  06:11:45.89,2016-03-03  06:15:46.07
,For-loops - code writing,5,4,9,2,1,2016-03-03  06:15:46.07,2016-03-03  06:17:57.92
,For-loops - code writing,5,5,11,3,1,2016-03-03  06:17:57.92,2016-03-03  06:22:35.67
,For-loops - code writing,5,6,6,0,0,2016-03-03  06:22:35.67,2016-03-03  06:36:14.11
,For-loops - code writing,5,7,7,0,0,2016-03-03  06:36:14.12,2016-03-03  06:53:19.90
,Methods - code reading,6,1,5,0,1,2016-03-03  06:53:20.18,2016-03-03  06:55:16.06
,Methods - code reading,6,2,0,0,1,2016-03-03  06:55:16.06,2016-03-03  06:56:36.29
,Methods - code reading,6,3,0,0,1,2016-03-03  06:56:36.29,2016-03-03  06:57:32.52
,Methods - code reading,6,4,6,0,1,2016-03-03  06:57:32.52,2016-03-03  06:58:18.13
,Methods - code reading,6,5,0,0,1,2016-03-03  07:09:21.87,2016-03-03  07:13:44.42
,Methods - code reading,6,6,0,0,1,2016-03-03  07:15:42.93,2016-03-03  07:20:51.92
,Print statements,1,1,0,0,1,2016-03-05  05:27:41.36,2016-03-05  05:35:09.22
,Print statements,1,2,0,0,1,2016-03-05  05:35:09.22,2016-03-05  05:37:54.52
,Print statements,1,1,0,0,1,2016-03-05  05:42:07.54,2016-03-05  05:42:14.96
,Print statements,1,2,0,0,1,2016-03-05  05:42:14.96,2016-03-05  05:42:25.81
,Print statements,1,3,0,0,1,2016-03-05  05:42:25.81,2016-03-05  05:43:17.14
,Print statements,1,4,0,0,1,2016-03-05  05:43:17.14,2016-03-05  05:43:33.34
,Print statements,1,5,0,0,1,2016-03-05  05:43:33.34,2016-03-05  05:43:54.24
,Print statements,1,6,0,0,1,2016-03-05  05:46:22.01,2016-03-05  05:46:33.73
,Print statements,1,7,0,0,1,2016-03-05  05:46:33.73,2016-03-05  05:48:36.86
,For-loops - code reading,2,1,0,0,1,2016-03-05  05:48:37.15,2016-03-05  05:53:14.39
,For-loops - code reading,2,2,0,0,1,2016-03-05  05:53:14.39,2016-03-05  05:55:50.53
,For-loops - code reading,2,3,6,0,0,2016-03-05  05:55:50.53,2016-03-05  05:56:18.16
,Syntax errors,3,1,0,2,1,2016-03-05  05:56:18.46,2016-03-05  05:58:26.25
,Syntax errors,3,2,0,4,1,2016-03-05  05:58:26.25,2016-03-05  06:01:58.88
,Syntax errors,3,3,0,1,1,2016-03-05  06:01:58.88,2016-03-05  06:04:40.88
,Syntax errors,3,4,0,1,0,2016-03-05  06:04:40.88,2016-03-05  06:32:07.94
,Syntax errors,3,3,0,1,0,2016-03-05  06:32:10.63,2016-03-05  06:33:17.97
,Syntax errors,3,4,0,1,1,2016-03-05  06:33:17.97,2016-03-05  06:36:26.69
,Syntax errors,3,5,0,1,1,2016-03-05  06:36:26.69,2016-03-05  06:39:14.74
,Strings and casting,4,1,0,0,1,2016-03-05  06:39:22.89,2016-03-05  06:42:13.66
,Strings and casting,4,2,0,0,1,2016-03-05  06:42:13.66,2016-03-05  06:49:51.60
,Strings and casting,4,3,0,0,1,2016-03-05  06:49:51.60,2016-03-05  06:53:03.94
,Strings and casting,4,4,0,0,1,2016-03-05  06:53:03.94,2016-03-05  06:55:50.72
,Strings and casting,4,5,6,0,0,2016-03-05  06:55:50.72,2016-03-05  07:02:55.19
,For-loops - code writing,5,1,8,5,0,2016-03-05  07:03:04.99,2016-03-05  07:06:27.04
,For-loops - code writing,5,2,0,1,2,2016-03-05  07:06:27.04,2016-03-05  07:08:42.48
,Methods - code reading,6,1,0,0,1,2016-03-05  07:12:25.63,2016-03-05  07:17:44.81
,Methods - code reading,6,2,0,0,1,2016-03-05  07:17:44.81,2016-03-05  07:18:57.59
,Methods - code reading,6,3,0,0,1,2016-03-05  07:18:57.59,2016-03-05  07:21:47.64
,Methods - code reading,6,4,0,0,1,2016-03-05  07:21:47.64,2016-03-05  07:24:16.33
,Writing code: methods and for-loops,8,1,7,0,0,2016-03-05  07:25:21.45,2016-03-05  07:25:24.77
,Writing code: methods and for-loops,8,2,5,0,0,2016-03-05  07:25:24.77,2016-03-05  07:25:27.94
,Writing code: methods and for-loops,8,3,9,0,0,2016-03-05  07:25:27.94,2016-03-05  07:25:36.01
,Writing code: methods and for-loops,8,4,8,0,0,2016-03-05  07:25:36.01,2016-03-05  07:25:43.75
,Methods - code reading,6,5,0,0,1,2016-03-05  07:26:30.67,2016-03-05  07:29:37.75
,Print statements,1,1,0,0,1,2016-03-06  03:58:07.54,2016-03-06  04:02:38.80
,Print statements,1,2,0,0,1,2016-03-06  04:02:38.80,2016-03-06  04:07:54.27
,Print statements,1,3,0,0,1,2016-03-06  04:07:54.27,2016-03-06  04:11:25.83
,Print statements,1,4,0,0,1,2016-03-06  04:11:25.83,2016-03-06  04:17:50.90
,Print statements,1,5,0,0,1,2016-03-06  04:17:50.90,2016-03-06  04:24:37.25
,Print statements,1,6,0,0,1,2016-03-06  04:24:37.25,2016-03-06  04:30:11.25
,Print statements,1,7,0,0,1,2016-03-06  04:30:11.25,2016-03-06  04:35:06.13
,For-loops - code reading,2,1,0,0,1,2016-03-06  04:37:16.38,2016-03-06  04:40:10.69
,For-loops - code reading,2,2,0,0,1,2016-03-06  04:40:10.69,2016-03-06  04:44:20.03
,For-loops - code reading,2,4,9,0,0,2016-03-06  04:44:26.15,2016-03-06  04:44:59.63
,Syntax errors,3,1,0,1,1,2016-03-06  04:45:45.27,2016-03-06  04:50:02.67
,Syntax errors,3,2,0,1,1,2016-03-06  04:53:29.42,2016-03-06  04:53:38.47
,Syntax errors,3,3,0,1,1,2016-03-06  04:53:38.47,2016-03-06  04:59:55.73
,Syntax errors,3,4,8,1,1,2016-03-06  04:59:55.73,2016-03-06  05:16:01.11
,Syntax errors,3,5,0,1,0,2016-03-06  05:24:37.01,2016-03-06  05:35:40.84
,For-loops - code writing,5,1,8,2,1,2016-03-06  07:03:46.00,2016-03-06  07:10:32.54
,For-loops - code writing,5,2,0,1,1,2016-03-06  07:10:32.54,2016-03-06  07:16:15.65
,For-loops - code writing,5,3,6,0,0,2016-03-06  07:16:15.65,2016-03-06  07:16:32.80
,For-loops - code writing,5,5,7,0,0,2016-03-06  07:16:35.92,2016-03-06  07:16:52.82
,Methods - code reading,6,1,0,0,1,2016-03-06  07:22:52.12,2016-03-06  07:23:32.53
,Methods - code reading,6,2,0,0,1,2016-03-06  07:23:32.53,2016-03-06  07:25:10.37
,Methods - code reading,6,3,0,0,1,2016-03-06  07:25:10.37,2016-03-06  07:26:26.51
,Methods - code reading,6,2,0,0,1,2016-03-06  07:26:44.32,2016-03-06  07:32:52.99
,Methods - code reading,6,3,0,0,1,2016-03-06  07:35:50.98,2016-03-06  07:43:34.49
,Methods - code reading,6,4,0,0,1,2016-03-06  07:46:40.37,2016-03-06  07:51:20.15
,Methods - code reading,6,5,0,0,1,2016-03-06  07:51:22.22,2016-03-06  07:57:37.49
,Print statements,1,1,0,0,1,2016-04-09  01:13:00.37,2016-04-09  01:46:05.52
,Print statements,1,2,0,0,1,2016-04-09  01:46:05.52,2016-04-09  01:46:56.93
,Print statements,1,3,0,0,1,2016-04-09  01:46:56.93,2016-04-09  01:48:11.43
,Print statements,1,4,0,0,1,2016-04-09  01:48:11.43,2016-04-09  01:48:41.28
,Print statements,1,5,0,0,1,2016-04-09  01:48:41.28,2016-04-09  01:51:10.99
,Print statements,1,6,0,0,1,2016-04-09  01:51:10.99,2016-04-09  01:52:48.11
,Print statements,1,7,11,0,1,2016-04-09  01:52:48.11,2016-04-09  01:55:41.46
,Print statements,1,1,0,0,1,2016-04-09  01:55:41.46,2016-04-09  01:56:07.27
,Print statements,1,2,0,0,1,2016-04-09  01:56:07.27,2016-04-09  01:56:21.62
,Print statements,1,3,0,0,1,2016-04-09  01:56:21.62,2016-04-09  01:56:38.02
,Print statements,1,4,0,0,1,2016-04-09  01:56:38.02,2016-04-09  01:56:54.25
,Print statements,1,5,0,0,1,2016-04-09  01:56:54.25,2016-04-09  01:57:30.94
,Print statements,1,6,0,0,1,2016-04-09  01:57:30.94,2016-04-09  01:57:39.37
,Print statements,1,7,0,0,1,2016-04-09  01:57:39.37,2016-04-09  01:57:52.51
,For-loops - code reading,2,1,0,0,1,2016-04-09  01:57:52.78,2016-04-09  01:59:28.76
,For-loops - code reading,2,2,0,0,1,2016-04-09  01:59:28.76,2016-04-09  02:01:45.54
,For-loops - code reading,2,1,0,0,1,2016-04-09  02:04:58.91,2016-04-09  02:05:22.66
,For-loops - code reading,2,2,0,0,1,2016-04-09  02:05:22.66,2016-04-09  02:05:29.17
,Syntax errors,3,1,0,1,1,2016-04-09  02:05:29.49,2016-04-09  02:05:51.58
,Syntax errors,3,2,0,1,1,2016-04-09  02:05:51.58,2016-04-09  02:06:50.90
,Syntax errors,3,3,0,1,1,2016-04-09  02:06:50.90,2016-04-09  02:07:33.58
,Syntax errors,3,4,0,2,1,2016-04-09  02:07:33.58,2016-04-09  02:08:39.74
,Syntax errors,3,5,0,1,1,2016-04-09  02:08:58.30,2016-04-09  02:10:09.60
,Syntax errors,3,1,0,1,1,2016-04-09  02:10:16.72,2016-04-09  02:10:25.45
,Syntax errors,3,2,0,1,1,2016-04-09  02:10:25.45,2016-04-09  02:10:34.07
,Syntax errors,3,3,0,1,1,2016-04-09  02:10:34.07,2016-04-09  02:10:43.04
,Syntax errors,3,4,0,1,1,2016-04-09  02:10:43.04,2016-04-09  02:11:01.00
,Syntax errors,3,5,0,1,1,2016-04-09  02:11:01.00,2016-04-09  02:11:13.35
,Strings and casting,4,1,0,0,1,2016-04-09  02:11:13.61,2016-04-09  02:14:13.16
,For-loops - code writing,5,1,0,5,2,2016-04-09  02:25:59.39,2016-04-09  02:28:29.98
,For-loops - code writing,5,2,0,4,0,2016-04-09  02:28:29.98,2016-04-09  02:30:42.95
,For-loops - code writing,5,2,0,1,1,2016-04-09  02:31:03.77,2016-04-09  02:31:40.46
,Methods - code reading,6,1,0,0,1,2016-04-09  02:32:26.32,2016-04-09  02:33:39.19
,Methods - code reading,6,2,0,0,1,2016-04-09  02:33:39.19,2016-04-09  02:34:15.42
,Methods - code reading,6,3,0,0,1,2016-04-09  02:34:15.42,2016-04-09  02:35:11.77
,Methods - code reading,6,4,0,0,1,2016-04-09  02:35:11.77,2016-04-09  02:36:48.41
,Methods - code reading,6,5,0,0,1,2016-04-09  02:36:48.41,2016-04-09  02:40:10.13
,Methods - code reading,6,6,0,0,1,2016-04-09  02:40:10.13,2016-04-09  02:42:13.44
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-09  02:46:18.66,2016-04-09  02:47:19.44
,Writing code: methods and for-loops,8,1,9,0,0,2016-04-09  02:47:52.02,2016-04-09  02:48:11.55
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-09  02:49:07.39,2016-04-09  02:53:12.69
,Final Prep: Weeks 1-4,11,2,8,0,1,2016-04-09  02:53:12.69,2016-04-09  02:56:46.11
,Final Prep: Weeks 1-4,11,3,8,0,0,2016-04-09  02:56:46.11,2016-04-09  03:17:04.41
56a6b4e7c478dbdffc71908a,72
,For-loops - code reading,2,1,4,0,1,2016-01-27  20:47:16.41,2016-01-27  20:49:26.19
,Print statements,1,1,5,0,1,2016-02-04  16:52:07.19,2016-02-04  16:53:25.06
,Print statements,1,2,7,0,0,2016-02-04  16:53:25.06,2016-02-04  16:54:34.00
,Print statements,1,3,10,0,0,2016-02-04  16:54:34.01,2016-02-04  16:55:20.03
,Print statements,1,5,9,0,0,2016-02-04  16:55:26.32,2016-02-04  16:55:54.11
